amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B074CLJ817,Bobbi Boss Lace Front Wig MLF178 Xenon (1B),41.39,2018-04-07T00:00:00Z,"on September 29, 2017",5,1,"Love, love this wig....so many compliments and the color/cut is bomb!! Wore it this past weekend for a baby shower... No need to pre pluck or anything!! Bobbi Boss did their thing!!",0
B074CLJ817,Bobbi Boss Lace Front Wig MLF178 Xenon (1B),41.39,2018-04-14T00:00:00Z,"on September 29, 2017",5,1,"Love, love this wig....so many compliments and the color/cut is bomb!! Wore it this past weekend for a baby shower... No need to pre pluck or anything!! Bobbi Boss did their thing!!",0
B074CLJ817,Bobbi Boss Lace Front Wig MLF178 Xenon (1B),41.39,2018-04-25T00:00:00Z,"on September 29, 2017",5,1,"Love, love this wig....so many compliments and the color/cut is bomb!! Wore it this past weekend for a baby shower... No need to pre pluck or anything!! Bobbi Boss did their thing!!",0
B074CLJ817,Bobbi Boss Lace Front Wig MLF178 Xenon (1B),41.39,2018-04-29T00:00:00Z,"on September 29, 2017",2,1,"Love, love this wig....so many compliments and the color/cut is bomb!! Wore it this past weekend for a baby shower... No need to pre pluck or anything!! Bobbi Boss did their thing!!",0
B074CLJ817,Bobbi Boss Lace Front Wig MLF178 Xenon (1B),41.39,2018-04-30T00:00:00Z,"on September 29, 2017",5,1,"Love, love this wig....so many compliments and the color/cut is bomb!! Wore it this past weekend for a baby shower... No need to pre pluck or anything!! Bobbi Boss did their thing!!",0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-18T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-19T00:00:00Z,"on January 14, 2018",1,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-21T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-22T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-24T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-26T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-28T00:00:00Z,"on January 14, 2018",1,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-29T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-03-31T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-01T00:00:00Z,"on January 14, 2018",3,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-02T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-05T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-06T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-07T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-08T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-10T00:00:00Z,"on January 14, 2018",4,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B074BM5TK3,Bobbi Boss Lace Front Wig MLF126 Lyna (1B),22.37,2018-04-13T00:00:00Z,"on January 14, 2018",5,1,Amazing color and great quality for price! This was my first piece and it was easy to apply for a beginner!,0
B00NBEWB4U,AmazonBasics Lightweight On-Ear Headphones - Black,14.99,2018-04-20T00:00:00Z,The sound quality is great. I use them to practice my guitar so ...,5,1,The sound quality is great. I use them to practice my guitar so others don't need to hear it...just me.,0
B00NBEWB4U,AmazonBasics Lightweight On-Ear Headphones - Black,14.99,2018-04-23T00:00:00Z,Super good,5,1,"Amazing quality, power, and sound.",0
B00NBEWB4U,AmazonBasics Lightweight On-Ear Headphones - Black,14.99,2018-04-25T00:00:00Z,Stopped working after first use,2,1,"I wanted to love these headphones as so many others have, and for a single day I did. They worked wonderfully at first. However, the second time I tried to use them, they no longer worked. I ended up having to return them. I am considering reordering them, but I'm not sure if I want to go through the hassle again if I receive another pair that's a dud.",0
B00NBEWB4U,AmazonBasics Lightweight On-Ear Headphones - Black,14.99,2018-04-30T00:00:00Z,your better off investing into a quality pair of headphones,1,1,"The headphones are cheap built. Not worth the money, your better off investing into a quality pair of headphones.",0
B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Stereo Earphones, Black",8.18,2018-04-28T00:00:00Z,Five Stars,5,1,Comfort!,0
B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Stereo Earphones, Black",8.18,2018-04-28T00:00:00Z,Whatâ€™s stopping you?,5,1,"Buy these now! Do not read another review, just buy these. Only downside is no volume buttons but still these are the BEST headphones Iâ€™ve ever owned and I use them daily. I know where these are more times than I know where my phone is. Why are you still reading this? Just go buy these already!!",0
B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Stereo Earphones, Black",8.18,2018-04-29T00:00:00Z,Five Stars,5,1,Love it.,0
B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Stereo Earphones, Black",8.18,2018-04-30T00:00:00Z,Worked great,5,0,"worked great for me, but I unfourtunely lost my pair a couple weeks ago. But since they were such good quality, I bought the same pair again.",0
B01NAJGGA2,"Mpow 059 Bluetooth Headphones Over Ear, Hi-Fi Stereo Wireless Headset, Foldable, Soft Memory-Protein Earmuffs, w/ Built-in Mic and Wired Mode for PC/ Cell Phones/ TV",34.99,2018-04-29T00:00:00Z,"Great buy, even for a skeptic like me that got his ears singed by cheap ass wireless headphone.....these are great sound.",5,1,Out of the box pluses are that is a really comfortable headset and it looks quality of my older Dr. Dre beats pain vivid green.  It does not have an indicator that shines green however there is a red light that shuts off when its fully charged.  Watched on my computer and on my iphone and found that quality was really great using the phone maybe due the mixer?The biggest plus is the bass is great especially if you do ROGUE or crossfit stuff these stay on for the most part (I have a big ass head) so maybe that had something to do with it.Lastly...these were neither free or do I sponsor or get monetary compensation for these.,0
B01NAJGGA2,"Mpow 059 Bluetooth Headphones Over Ear, Hi-Fi Stereo Wireless Headset, Foldable, Soft Memory-Protein Earmuffs, w/ Built-in Mic and Wired Mode for PC/ Cell Phones/ TV",34.99,2018-04-30T00:00:00Z,Five Stars,5,1,"these are great headphones, and hold a charge for a long time.",0
B01NAJGGA2,"Mpow 059 Bluetooth Headphones Over Ear, Hi-Fi Stereo Wireless Headset, Foldable, Soft Memory-Protein Earmuffs, w/ Built-in Mic and Wired Mode for PC/ Cell Phones/ TV",34.99,2018-04-30T00:00:00Z,Very good,5,1,Very good headphones,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-25T00:00:00Z,Excellent Product,5,1,I have been researching home security cameras for a long time (months). I was considering buying the original Arlo cameras but decided I wanted to go with the Arlo Pro 2 to get a full 1080P resolution. These cameras perform very well and have helped us monitor our home remotely for the last month and a half. Arlo sensitivity is amazing and we have been able to keep an eye on our home inside and out with the phone app. I would definitely recommend Arlo Pro 2 to anyone that wanted a quality camera to monitor their home. BTW the battery life has been amazing as one of the cameras still has 80% battery life after almost 2 months of use according to what the Arlo App is telling me as well as using the live video occasionally to make sure it is still working.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-25T00:00:00Z,Great TOTAL Package Solution!,5,1,"For the price, this is one of the best home security monitoring devices. The Arlo Pro 2 (3 Pack), not to be confused with the Arlo Pro 2 Pack, provided me with coverage of the 3 major entry points to my home with a 1080p resolution. The motion sensors have caught every person walking up.  My only issue is license plate capturing, which cannot be done without 4K resolution (understandable), but this provides peace of mind for sure! Also, the 100 decibel siren is a perfect addition to this system. Loved the app and the free cloud storage, compared to Nest. I do own a Nest thermostat but you cannot beat Arlos value AND the compreable picture resolution!",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-25T00:00:00Z,Love them. Easy to set up,5,1,Love them. Easy to set up. Picture quality is great. Work great plugged in or not. Donâ€™t hesitate. These are the easiest system to use.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Best System on the market,5,1,We spent a significant amount of time researching all the systems out there and chose the ARLO system.  The images are extremely clear and it offers the flexibility of additional cameras.  It was very easy to install.  We would highly recommend this system.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Easy to us3,5,0,Great picture and easy to set up,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Excellent quality and easy installation,5,1,"Excellent quality and easy installation. Lots of online operational training videos available. Cameras are VERY good and night vision much better than expected.  I'm not giving test specs, just observations from my experience. I bought four cameras for outdoor security viewing of my home property. They are so good and the field of vision so extensive (130 degrees) that I'm having difficulty deciding where I want the other two units placed. The Wi-Fi signal is very good and covers my entire 3200 sq ft. home area.  A signal extender is optional. The Internet response with free Basic service is excellent. I researched a lot of system and they all require compromises. For my needs the ARLO Pro 2 was the best and I'm pleased with the installation, so far.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Five Stars,5,1,Simple simple and simple to install!,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Five Stars,5,1,easy to install. easy to use.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,Great security camera!,4,1,"Camera quality is very good.  I'm not a huge fan of the included magnetic mount --- the magnets seem strong enough, but how the mount attaches to the wall doesn't seem very stable.  I will likely purchase a pack of more stable mounts.  I've seen complaints about the base station, but I had no issues with it.  The 7 days of free cloud storage is HUGE.  Competitors offer 1 day, which just isn't enough.  So far I'm an Arlo fan.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,"Great setup, cameras are amazing",5,0,"Great setup , cameras are amazing",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-26T00:00:00Z,"Works and performs as advertised, will be buying more of these!! Highly recommended",5,1,Best camera on the market!,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,AMAZING!,5,0,"They look great, works great, wireless great and why not feels great lol... overall, Iâ€™m super HAPPY with my purchase and I really really recommend them to all houses in the world. CHEERS TO ARLO",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,Amazing Product!,5,1,I was a bit skeptical when I bought this but this product has exceeded my expectations. Itâ€™s very reliable and the battery life is excellent. One drawback is that itâ€™s not integrated with HomeKit yet.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,"Better cameras than first gen, with better features.",5,0,"I am very pleased with the Arlo Pro 2. I have had the original Arlo system for over two years and have been overall satisfied. I upgraded for a few major reasons: rechargeable batteries, direct power, pre-three second recording when plugged in to AC, local USB recording, two-way audio. I have not had any issues with the Pro 2â€™s and very satisfied with all of the new features.The Pro 2 have a slightly better viewing angle and the 1080p is nice, but I thought the 720p wasnâ€™t bad at all. I do have two Pro cameras with the four Pro 2â€™s, so i have done the comparison. I did not need to pre-three second recording, 1080p, and zone capabilities and went cheap with just the two add-on Pro cameras. The capability to mix/match camera with each of the base station is a plus. Night vision is slightly better on the PRo 2â€™s. (See images:  enclosed patio with no lights, driveway with some outside lights, and backyard with no lights - all cameras are about 10-12 feet high.)So far, I have not had the unexpectedly disconnecting issue as mentioned in other reviews. I was told that a higher internet upload speed/bandwidth is required with the Pro 2 due to the higher resolution. As mentioned on the specs, up to 2 mbps per camera is recommended. I have gigabit internet and the email alerts arrive just as fast as the original Arlo cameras. This tells me the captured video is uploading to the Netgear cloud storage without delays. I like Arloâ€™s alerting and notification options and scheduling flexibility. So far, Arloâ€™s (first gen., Pro, or Pro 2) is a better security system overall compared to Ring and Nest.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,Easy to use and works great,5,1,"I had a different security camera and it was easy to get setup to use all the features I wanted.  I noticed two of my friends were using the Arlo, so I gave it a try.  One was using the Arlo Pro the other the Arlo Pro 2.  I bought the Arlo Pro 2 because I wanted the better picture quality.  They were very easy to setup and use the features I wanted.  I am very happy with it.Thank you!",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,Five Stars,5,1,Very easy to install and set up.  A great product.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,Great cameras,5,0,Amazing quality on these cameras and perfect for what I needed!,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,I haven't had any connectivity issues even though one camera is pretty far away from my router,5,1,"I bought the Arlo Pro2 cameras after being burglarized, on the recommendation of a friend who also uses them. The set up was easy- installation was simple. I have two under the outdoor eaves of my house. I haven't had any connectivity issues even though one camera is pretty far away from my router. The peace of mind I now have both at home and away from home is well worth the purchase. I really like the app interface as well- its all really intuitive and easy to use. I'm happy with the picture/video quality and love that I can set off an alarm if need be. I would recommend these cameras.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,"It is good, the only issue is it doesnâ€™t record after ...",5,1,"It is good, the only issue is it doesnâ€™t record after motion detected sometime. But, overall, it is the best on market",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-27T00:00:00Z,"Simple to install, works well-- very pleased",5,1,"I'm very pleased with this Arlo Pro 2 product. It is very well designed and has a lot of capability and configurability. I had to go to support a couple of times for things I didn't understand, but they were very helpful and efficient. I was up and running with the base station and first camera within an hour. Now I have all three up and running with the simple business rules I need configured into the system. I did a lot of research into video systems including to talking with people who have experience in installing systems from various manufacturers who ultimately recommended the Arlo system to me.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,Expensive but worth it,5,1,"20 mins to unbox, update, setup and integrated with my SmartThings Hub. Even had it turning lights on & off.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,"Flawless Installation, Motion Detection Could Be a Bit Better",4,1,"Installation and setup was flawless, exactly as the directions described (for my situation, my phone, etc.). I picked this camera for the good reviews and past success with Netgear products. An important feature for me was quality motion detection so I installed the cameras so they would have wired power. I have a weak wifi signal where the cameras are located but I get an OK signal from the Netgear base station, a pleasant surprise since the base is located next to my router. The picture is sharp and clear and the free 7 days of recording is nice. The clips that are sent to the cloud back up a few seconds prior to the motion detection trigger, a nice feature. I did happen to see something real time within the defined trigger zone that didn't get captured. Not sure why or how often it happens since it triggers whenever I wander into the detection zone. So why 4 stars instead of 5? They give you 3 rectangles to define the detection zone that doesn't give me the flexibility I need/want to define my zone and exclude areas that get motion that I don't care about. I had a system in a previous house that laid the camera view on a checkerboard with small squares that you could click on to define your zone. That wasn't perfect either but it was a lot closer than this. On the plus side they do seem to be able to filter out (reasonably well) plants blowing in the wind and shadow changes with the time of day. I'm happy, no regrets, would have given it 4 and a half stars if I could. Maybe a future upgrade will enhance the detection zone (or maybe not).",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,"Good product, easy set-up",4,1,The Arlo Pro 2 is easy to set-up and use. I found the resources very helpful and this allowed me to get it up and running quickly. I will be installing electrical outlets near the cameras so I can get all the features that come with them.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,Great product! Couldnt be happier.,5,1,"This system was exactly what I was looking for. Easy setup and wireless. Access at home and away from home, motion detection, live feed, movement recording. This system does everything flawlessly.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,Had to adjust my motion lights to cover same area as camera.Camera is good with LED spotlights,4,1,Arlo Pro 2 works fine outside.Great View in daylight also picks up sounds good.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,Itâ€™s overall a great product,5,1,I like that itâ€™s very convenient took 10 minutes to set up. No wires. But what I donâ€™t like is that the battery life dies really fast if your camera has trees that blow in the wind constantly going off,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-28T00:00:00Z,Very disappointed. We purchased three cameras and none of the ...,1,1,Very disappointed. We purchased three cameras and none of the two way talks work when plugged in. We researched and basically sounds like there is nothing we can do about it. I literally bought these for that feature. If you are buying these check out the forums outside of google and amazon reviews. Donâ€™t spend this kind of money. Not all the features work!! Even when plugged in.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Awesome replacement that notifies me,5,1,Â Replaced a bunch of Foscam cameras. Notifies me when packages and people are at my door. Love the 1 week of free recordings that I can download. Gives me peace of mind when I am away from home.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Easy to get up and running,5,1,"Great camera system!  After lots of research we settled on the Arlo Pro for our wireless camera system and I am so glad we did.  I am not at all a tech person, but the install was super easy...just plugged it into my router, synced the cameras and then placed the cameras where we wanted them.  The directions were clear and incredibly easy and even with trying to find the best angles for the cameras so that we could get the best coverage, we were still done with the whole process in less than 30 minutes.  The app is easy to use and keeps the video clips in a little well organzied library for you for 7 days.  The only downside I see to the wireless system is that someone could actually steal the camera itself...but if they do, I will have a video of them doing it!",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Great Wireless Viewing,5,1,"We wanted to be able to see the backyard and the basement, but still have wireless functionality to move to a different spot in the house. Great battery life and great picture. Setting it up took a little longer than expected, but itâ€™s worked perfectly since.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Great product,5,1,Works amazingly well.,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,How a product gets the job done.,5,0,They are amazing I had wired cameras before these and they stopped working so went with these and Iâ€™m very happy with how they work daily,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Huge disappointment! Microphone doesnâ€™t work using iOS devices. Terrible tech support.,2,1,"I was able to test the mic using windows 10 and it only works using chrome. The technical support didnâ€™t have a clue what to do and only asked the versions of iOS, their firmware and software that I am using then simply escalated my issue. I was told to wait 1-2 days for a reply but 7 days and 2 follow ups later, not a word.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Issues with night vision only on one camera worked for ...,4,1,Issues with night vision only on one camera worked for the first 2 days and now nothing itâ€™s just black have tried everything including wiring it up,0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Pleased,4,1,"I'm very happy with the video quality, camera views, ease of installation, and functionality of the system. I like being able monitor and set cameras using the phone app. I also like the ability to customize modes and sensitivity of the motion detectors. I wish there were more water proof plug in options for outdoors to be able to use the CVR options.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,"Really good camera, image quality, features, motion detector, etc.",5,1,"Really good camera, image quality, features, motion detector, etc. I am really impressed with it and I like it very much.  So far so good and I recommend it.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,Small But Effective,5,1,"These cameras offer a tremendous amount of functionality while being truly wireless. Competitors fall short in both battery life and motion detection, but the Pro 2 cameras serve their purpose very well. The 1080p resolution is enough to read license plates when mounted in a driveway. The 2-way audio is a â€œnice to haveâ€�, although I havenâ€™t yet needed to make use of it. Overall, these cameras pack a huge value in such a small package.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,So far itâ€™s an excellent product. Great picture quality and night vision isnâ€™t ...,4,1,"Recently just bought the Pro 2 and put them around my house. So far itâ€™s an excellent product. Great picture quality and night vision isnâ€™t too bad. Night vision could use some work though. Range of vision is pretty limited compared to nest. Really wish you could also ask Amazon echo to arm / disarm when I go to bed / get up in the morning. Otherwise, solid product. Looking forward to expanding it even more.More to come...",0
